"","County Name","District Name","School Name"
"510","Butte","Thermalito Union Elementary","Nelson Avenue Middle"
"511","Butte","Thermalito Union Elementary","Plumas Avenue Elementary"
"512","Butte","Thermalito Union Elementary","Poplar Avenue Elementary"
"513","Butte","Thermalito Union Elementary","Sierra Avenue Elementary"
"514","Calaveras","",""
"515","Calaveras","Bret Harte Union High","District Office"
"516","Calaveras","Calaveras County Office of Education","District Office"
"517","Calaveras","Calaveras Unified","District Office"
"518","Calaveras","Mark Twain Union Elementary","District Office"
"519","Calaveras","Vallecito Union","District Office"
"520","Calaveras","Bret Harte Union High","Bret Harte Union High"
"521","Calaveras","Bret Harte Union High","Vallecito Continuation High"
"522","Calaveras","Calaveras County Office of Education","Calaveras County Special Education (SELPA)"
"523","Calaveras","Calaveras County Office of Education","Calaveras River Academy"
"524","Calaveras","Calaveras County Office of Education","Mountain Oaks"
"525","Calaveras","Calaveras County Office of Education","Oakendell Community"
"526","Calaveras","Calaveras Unified","Calaveras High"
"527","Calaveras","Calaveras Unified","Calaveras Unified Alternative-Sierra Hills Education Center"
"528","Calaveras","Calaveras Unified","Gold Strike High"
"529","Calaveras","Calaveras Unified","Jenny Lind Elementary"
"530","Calaveras","Calaveras Unified","Mokelumne Hill Elementary"
"531","Calaveras","Calaveras Unified","San Andreas Elementary"
"532","Calaveras","Calaveras Unified","Toyon Middle"
"533","Calaveras","Calaveras Unified","Valley Springs Elementary"
"534","Calaveras","Calaveras Unified","West Point Elementary"
"535","Calaveras","Mark Twain Union Elementary","Copperopolis Elementary"
"536","Calaveras","Mark Twain Union Elementary","Mark Twain Elementary"
"537","Calaveras","Vallecito Union","Albert A. Michelson Elementary"
"538","Calaveras","Vallecito Union","Avery Middle"
"539","Calaveras","Vallecito Union","Hazel Fischer Elementary"
"540","Calaveras","Vallecito Union","Vallecito Independent Study (Alternative)"
"541","Colusa","",""
"542","Colusa","Colusa County Office of Education","District Office"
"543","Colusa","Colusa Unified","District Office"
"544","Colusa","Maxwell Unified","District Office"
"545","Colusa","Pierce Joint Unified","District Office"
"546","Colusa","Williams Unified","District Office"
"547","Colusa","Colusa County Office of Education","Coastal Buttes Academy"
"548","Colusa","Colusa County Office of Education","Nonpublic, Nonsectarian Schools"
"549","Colusa","Colusa County Office of Education","S. William Abel Academy"
"550","Colusa","Colusa Unified","Colusa Alternative High (Continuation)"
"551","Colusa","Colusa Unified","Colusa Alternative Home"
"552","Colusa","Colusa Unified","Colusa High"
"553","Colusa","Colusa Unified","George T. Egling Middle"
"554","Colusa","Colusa Unified","James M. Burchfield Primary"
"555","Colusa","Maxwell Unified","Maxwell Elementary"
"556","Colusa","Maxwell Unified","Maxwell Middle"
"557","Colusa","Maxwell Unified","Maxwell Sr High"
"558","Colusa","Pierce Joint Unified","Arbuckle Alternative High (Continuation)"
"559","Colusa","Pierce Joint Unified","Arbuckle Elementary"
"560","Colusa","Pierce Joint Unified","Grand Island Elementary"
"561","Colusa","Pierce Joint Unified","Lloyd G. Johnson Junior High"
"562","Colusa","Pierce Joint Unified","Pierce High"
"563","Colusa","Williams Unified","Mid Valley High (Continuation)"
"564","Colusa","Williams Unified","Williams Junior/Senior High"
"565","Colusa","Williams Unified","Williams Primary Elementary"
"566","Colusa","Williams Unified","Williams Upper Elementary"
"567","Contra Costa","",""
"568","Contra Costa","Acalanes Union High","District Office"
"569","Contra Costa","Antioch Unified","District Office"
"570","Contra Costa","Brentwood Union Elementary","District Office"
"571","Contra Costa","Byron Union Elementary","District Office"
"572","Contra Costa","Canyon Elementary","District Office"
"573","Contra Costa","Contra Costa County Office of Education","District Office"
"574","Contra Costa","John Swett Unified","District Office"
"575","Contra Costa","Knightsen Elementary","District Office"
"576","Contra Costa","Lafayette Elementary","District Office"
"577","Contra Costa","Liberty Union High","District Office"
"578","Contra Costa","Martinez Unified","District Office"
"579","Contra Costa","Moraga Elementary","District Office"
"580","Contra Costa","Mt. Diablo Unified","District Office"
"581","Contra Costa","Oakley Union Elementary","District Office"
"582","Contra Costa","Orinda Union Elementary","District Office"
"583","Contra Costa","Pittsburg Unified","District Office"
"584","Contra Costa","San Ramon Valley Unified","District Office"
"585","Contra Costa","SBE - John Henry High","District Office"
"586","Contra Costa","Walnut Creek Elementary","District Office"
"587","Contra Costa","West Contra Costa Unified","District Office"
"588","Contra Costa","Acalanes Union High","Acalanes Center for Independent Study"
"589","Contra Costa","Acalanes Union High","Acalanes High"
"590","Contra Costa","Acalanes Union High","Campolindo High"
"591","Contra Costa","Acalanes Union High","Las Lomas High"
"592","Contra Costa","Acalanes Union High","Miramonte High"
"593","Contra Costa","Antioch Unified","Antioch Charter Academy"
"594","Contra Costa","Antioch Unified","Antioch Charter Academy II"
"595","Contra Costa","Antioch Unified","Antioch High"
"596","Contra Costa","Antioch Unified","Antioch Middle"
"597","Contra Costa","Antioch Unified","Belshaw Elementary"
"598","Contra Costa","Antioch Unified","Bidwell Continuation High"
"599","Contra Costa","Antioch Unified","Black Diamond Middle"
"600","Contra Costa","Antioch Unified","Carmen Dragon Elementary"
"601","Contra Costa","Antioch Unified","Dallas Ranch Middle"
"602","Contra Costa","Antioch Unified","Deer Valley High"
"603","Contra Costa","Antioch Unified","Diablo Vista Elementary"
"604","Contra Costa","Antioch Unified","Dozier-Libbey Medical High"
"605","Contra Costa","Antioch Unified","Fremont Elementary"
"606","Contra Costa","Antioch Unified","Grant Elementary"
"607","Contra Costa","Antioch Unified","Jack London Elementary"
"608","Contra Costa","Antioch Unified","Kimball Elementary"
"609","Contra Costa","Antioch Unified","Live Oak High (Continuation)"
"610","Contra Costa","Antioch Unified","Lone Tree Elementary"
"611","Contra Costa","Antioch Unified","Marsh Elementary"
"612","Contra Costa","Antioch Unified","Mission Elementary"
"613","Contra Costa","Antioch Unified","Muir (John) Elementary"
"614","Contra Costa","Antioch Unified","Nonpublic, Nonsectarian Schools"
"615","Contra Costa","Antioch Unified","Orchard Park"
"616","Contra Costa","Antioch Unified","Park Middle"
"617","Contra Costa","Antioch Unified","Prospects High (Alternative)"
"618","Contra Costa","Antioch Unified","Rocketship Delta Prep"
"619","Contra Costa","Antioch Unified","Sutter Elementary"
"620","Contra Costa","Antioch Unified","Thomas Gaines Virtual Academy"
"621","Contra Costa","Antioch Unified","Turner Elementary"
"622","Contra Costa","Brentwood Union Elementary","Adams (J. Douglas) Middle"
"623","Contra Costa","Brentwood Union Elementary","Brentwood Elementary"
"624","Contra Costa","Brentwood Union Elementary","Edna Hill Middle"
"625","Contra Costa","Brentwood Union Elementary","Garin Elementary"
"626","Contra Costa","Brentwood Union Elementary","Loma Vista Elementary"
"627","Contra Costa","Brentwood Union Elementary","Marsh Creek Elementary"
"628","Contra Costa","Brentwood Union Elementary","Mary Casey Black Elementary"
"629","Contra Costa","Brentwood Union Elementary","Pioneer Elementary"
"630","Contra Costa","Brentwood Union Elementary","R. Paul Krey Elementary"
"631","Contra Costa","Brentwood Union Elementary","Ron Nunn Elementary"
"632","Contra Costa","Brentwood Union Elementary","William B. Bristow Middle"
"633","Contra Costa","Byron Union Elementary","Byron Institute for Independent Study"
"634","Contra Costa","Byron Union Elementary","Discovery Bay Elementary"
"635","Contra Costa","Byron Union Elementary","Excelsior Middle"
"636","Contra Costa","Byron Union Elementary","Timber Point Elementary"
"637","Contra Costa","Byron Union Elementary","Vista Oaks Charter"
"638","Contra Costa","Canyon Elementary","Canyon Elementary"
"639","Contra Costa","Contra Costa County Office of Education","Caliber: Beta Academy"
"640","Contra Costa","Contra Costa County Office of Education","CCCOE Special Education Programs"
"641","Contra Costa","Contra Costa County Office of Education","Central County Special Education Programs"
"642","Contra Costa","Contra Costa County Office of Education","Clayton Valley Charter High"
"643","Contra Costa","Contra Costa County Office of Education","Contra Costa School of Performing Arts"
"644","Contra Costa","Contra Costa County Office of Education","Floyd I. Marchus"
"645","Contra Costa","Contra Costa County Office of Education","Golden Gate Community"
"646","Contra Costa","Contra Costa County Office of Education","Invictus Academy of Richmond"
"647","Contra Costa","Contra Costa County Office of Education","Making Waves Academy"
"648","Contra Costa","Contra Costa County Office of Education","Manzanita Middle"
"649","Contra Costa","Contra Costa County Office of Education","Mt. McKinley"
"650","Contra Costa","Contra Costa County Office of Education","Summit Public School K2"
"651","Contra Costa","John Swett Unified","Carquinez Middle"
"652","Contra Costa","John Swett Unified","John Swett High"
"653","Contra Costa","John Swett Unified","Rodeo Hills Elementary"
"654","Contra Costa","John Swett Unified","Willow High"
"655","Contra Costa","Knightsen Elementary","Knightsen Elementary"
"656","Contra Costa","Knightsen Elementary","Old River Elementary"
"657","Contra Costa","Lafayette Elementary","Burton Valley Elementary"
"658","Contra Costa","Lafayette Elementary","Happy Valley Elementary"
"659","Contra Costa","Lafayette Elementary","Lafayette Elementary"
"660","Contra Costa","Lafayette Elementary","M. H. Stanley Middle"
"661","Contra Costa","Lafayette Elementary","Springhill Elementary"
"662","Contra Costa","Liberty Union High","Freedom High"
"663","Contra Costa","Liberty Union High","Heritage High"
"664","Contra Costa","Liberty Union High","Independence High"
"665","Contra Costa","Liberty Union High","La Paloma High (Continuation)"
"666","Contra Costa","Liberty Union High","Liberty High"
"667","Contra Costa","Liberty Union High","Nonpublic, Nonsectarian Schools"
"668","Contra Costa","Martinez Unified","Alhambra Senior High"
"669","Contra Costa","Martinez Unified","Briones (Alternative)"
"670","Contra Costa","Martinez Unified","John Muir Elementary"
"671","Contra Costa","Martinez Unified","John Swett Elementary"
"672","Contra Costa","Martinez Unified","Las Juntas Elementary"
"673","Contra Costa","Martinez Unified","Martinez Junior High"
"674","Contra Costa","Martinez Unified","Morello Park Elementary"
"675","Contra Costa","Martinez Unified","Vicente Martinez High"
"676","Contra Costa","Moraga Elementary","Camino Pablo Elementary"
"677","Contra Costa","Moraga Elementary","Donald L. Rheem Elementary"
"678","Contra Costa","Moraga Elementary","Joaquin Moraga Intermediate"
"679","Contra Costa","Moraga Elementary","Los Perales Elementary"
"680","Contra Costa","Moraga Elementary","Nonpublic, Nonsectarian Schools"
"681","Contra Costa","Mt. Diablo Unified","Ayers Elementary"
"682","Contra Costa","Mt. Diablo Unified","Bancroft Elementary"
"683","Contra Costa","Mt. Diablo Unified","Bel Air Elementary"
"684","Contra Costa","Mt. Diablo Unified","Cambridge Elementary"
"685","Contra Costa","Mt. Diablo Unified","College Park High"
"686","Contra Costa","Mt. Diablo Unified","Concord High"
"687","Contra Costa","Mt. Diablo Unified","Crossroads High"
"688","Contra Costa","Mt. Diablo Unified","Delta View Elementary"
"689","Contra Costa","Mt. Diablo Unified","Diablo Community Day"
"690","Contra Costa","Mt. Diablo Unified","Diablo View Middle"
"691","Contra Costa","Mt. Diablo Unified","Eagle Peak Montessori"
"692","Contra Costa","Mt. Diablo Unified","El Dorado Middle"
"693","Contra Costa","Mt. Diablo Unified","El Monte Elementary"
"694","Contra Costa","Mt. Diablo Unified","Fair Oaks Elementary"
"695","Contra Costa","Mt. Diablo Unified","Foothill Middle"
"696","Contra Costa","Mt. Diablo Unified","Glenbrook Academy"
"697","Contra Costa","Mt. Diablo Unified","Gregory Gardens Elementary"
"698","Contra Costa","Mt. Diablo Unified","Hidden Valley Elementary"
"699","Contra Costa","Mt. Diablo Unified","Highlands Elementary"
"700","Contra Costa","Mt. Diablo Unified","Holbrook Language Academy"
"701","Contra Costa","Mt. Diablo Unified","Horizons School: Independent Study"
"702","Contra Costa","Mt. Diablo Unified","MDUSD Preschools"
"703","Contra Costa","Mt. Diablo Unified","Meadow Homes Elementary"
"704","Contra Costa","Mt. Diablo Unified","Monte Gardens Elementary"
"705","Contra Costa","Mt. Diablo Unified","Mountain View Elementary"
"706","Contra Costa","Mt. Diablo Unified","Mt. Diablo Elementary"
"707","Contra Costa","Mt. Diablo Unified","Mt. Diablo High"
"708","Contra Costa","Mt. Diablo Unified","Northgate High"
"709","Contra Costa","Mt. Diablo Unified","Oak Grove Middle"
"710","Contra Costa","Mt. Diablo Unified","Olympic Continuation High"
"711","Contra Costa","Mt. Diablo Unified","Pine Hollow Middle"
"712","Contra Costa","Mt. Diablo Unified","Pleasant Hill Elementary"
"713","Contra Costa","Mt. Diablo Unified","Pleasant Hill Middle"
"714","Contra Costa","Mt. Diablo Unified","Prospect High (Continuation)"
"715","Contra Costa","Mt. Diablo Unified","Rio Vista Elementary"
"716","Contra Costa","Mt. Diablo Unified","Riverview Middle"
"717","Contra Costa","Mt. Diablo Unified","Rocketship Futuro Academy"
"718","Contra Costa","Mt. Diablo Unified","Sequoia Elementary"
"719","Contra Costa","Mt. Diablo Unified","Sequoia Middle"
"720","Contra Costa","Mt. Diablo Unified","Shore Acres Elementary"
"721","Contra Costa","Mt. Diablo Unified","Silverwood Elementary"
"722","Contra Costa","Mt. Diablo Unified","Strandwood Elementary"
"723","Contra Costa","Mt. Diablo Unified","Sun Terrace Elementary"
"724","Contra Costa","Mt. Diablo Unified","Sunrise (Special Education)"
